6.932115e-01	4.400385e-01	1477010443000000
1.444318e+00	4.629631e-01	1477010443200000
2.640695e+00	4.198134e-01	1477010443400000
3.484505e+00	6.068326e-01	1477010443600000
4.548818e+00	8.278477e-01	1477010443800000
5.495241e+00	6.012815e-01	1477010444000000
5.986190e+00	7.347560e-01	1477010444200000
7.213392e+00	1.197103e+00	1477010444400000
7.921970e+00	1.033412e+00	1477010444600000
8.552242e+00	1.554152e+00	1477010444800000
9.423007e+00	1.583961e+00	1477010445000000
9.907725e+00	1.820696e+00	1477010445200000
1.103704e+01	2.424604e+00	1477010445400000
1.116701e+01	2.656661e+00	1477010445600000
1.153350e+01	2.884179e+00	1477010445800000
1.174840e+01	2.728171e+00	1477010446000000
1.253456e+01	3.309072e+00	1477010446200000
1.229848e+01	3.462128e+00	1477010446400000
1.267049e+01	4.013081e+00	1477010446600000
1.307046e+01	4.073485e+00	1477010446800000
1.281277e+01	4.712616e+00	1477010447000000
1.290130e+01	4.190722e+00	1477010447200000
1.266962e+01	4.324627e+00	1477010447400000
1.248670e+01	4.216785e+00	1477010447600000
1.297245e+01	4.326309e+00	1477010447800000
1.241211e+01	4.400978e+00	1477010448000000
1.274868e+01	4.241057e+00	1477010448200000
1.293071e+01	4.188618e+00	1477010448400000
1.295616e+01	3.722926e+00	1477010448600000
1.314468e+01	3.892884e+00	1477010448800000
1.341207e+01	3.787951e+00	1477010449000000
1.366401e+01	3.199619e+00	1477010449200000
1.371770e+01	3.503104e+00	1477010449400000
1.401340e+01	3.607881e+00	1477010449600000
1.390939e+01	3.660474e+00	1477010449800000
1.434775e+01	3.631339e+00	1477010450000000
1.461541e+01	3.942962e+00	1477010450200000
1.437261e+01	3.692002e+00	1477010450400000
1.445218e+01	3.882304e+00	1477010450600000
1.440367e+01	3.665020e+00	1477010450800000
1.462035e+01	3.606744e+00	1477010451000000
1.454695e+01	3.604643e+00	1477010451200000
1.442341e+01	3.576683e+00	1477010451400000
1.462683e+01	3.357907e+00	1477010451600000
1.426646e+01	3.232119e+00	1477010451800000
1.447344e+01	3.072669e+00	1477010452000000
1.415872e+01	2.836148e+00	1477010452200000
1.403411e+01	2.351708e+00	1477010452400000
1.471959e+01	1.698571e+00	1477010452600000
1.446847e+01	1.313208e+00	1477010452800000
1.463862e+01	5.695597e-01	1477010453000000
