6.806501e-01	8.750828e-01	1477010443000000
1.160582e+00	4.196352e-01	1477010443200000
1.503675e+00	5.689299e-01	1477010443400000
1.813408e+00	6.212374e-01	1477010443600000
2.645199e+00	6.812293e-01	1477010443800000
3.010668e+00	5.383546e-01	1477010444000000
3.768659e+00	8.451818e-01	1477010444200000
3.777771e+00	7.503479e-01	1477010444400000
4.164389e+00	7.514950e-01	1477010444600000
4.428435e+00	1.058829e+00	1477010444800000
5.072113e+00	9.725469e-01	1477010445000000
5.281922e+00	1.529773e+00	1477010445200000
5.660481e+00	1.618128e+00	1477010445400000
6.328243e+00	1.444050e+00	1477010445600000
6.648129e+00	2.024885e+00	1477010445800000
6.828749e+00	2.060864e+00	1477010446000000
6.938509e+00	2.423676e+00	1477010446200000
7.120462e+00	2.768734e+00	1477010446400000
7.461879e+00	3.119422e+00	1477010446600000
8.057300e+00	3.628184e+00	1477010446800000
7.853180e+00	3.915385e+00	1477010447000000
7.813694e+00	4.177368e+00	1477010447200000
8.039143e+00	4.650849e+00	1477010447400000
7.805183e+00	5.200942e+00	1477010447600000
7.866519e+00	5.234724e+00	1477010447800000
7.722478e+00	5.752046e+00	1477010448000000
7.394127e+00	5.584176e+00	1477010448200000
7.534028e+00	6.179401e+00	1477010448400000
7.113015e+00	6.419393e+00	1477010448600000
6.980812e+00	6.624699e+00	1477010448800000
6.705983e+00	7.110769e+00	1477010449000000
6.466268e+00	7.084933e+00	1477010449200000
5.854882e+00	6.970627e+00	1477010449400000
5.971363e+00	6.848237e+00	1477010449600000
5.212698e+00	7.126003e+00	1477010449800000
5.271694e+00	7.189954e+00	1477010450000000
4.712999e+00	7.138026e+00	1477010450200000
4.242478e+00	6.916810e+00	1477010450400000
4.086321e+00	6.839417e+00	1477010450600000
3.898755e+00	6.451087e+00	1477010450800000
3.566580e+00	6.078792e+00	1477010451000000
3.199646e+00	5.915884e+00	1477010451200000
3.278893e+00	5.696132e+00	1477010451400000
2.749952e+00	5.409136e+00	1477010451600000
2.842808e+00	4.854020e+00	1477010451800000
2.795733e+00	4.545295e+00	1477010452000000
2.966588e+00	4.212544e+00	1477010452200000
2.954807e+00	3.850558e+00	1477010452400000
2.704869e+00	3.325315e+00	1477010452600000
2.601098e+00	3.315821e+00	1477010452800000
3.056525e+00	2.529881e+00	1477010453000000
3.124958e+00	2.113218e+00	1477010453200000
3.317925e+00	1.567175e+00	1477010453400000
3.522912e+00	1.450026e+00	1477010453600000
3.833615e+00	1.241454e+00	1477010453800000
4.013101e+00	6.670293e-01	1477010454000000
4.500816e+00	2.594130e-01	1477010454200000
4.560457e+00	1.516094e-01	1477010454400000
4.848836e+00	-2.566038e-01	1477010454600000
5.334766e+00	-7.177506e-01	1477010454800000
5.790275e+00	-1.013741e+00	1477010455000000
6.185754e+00	-9.776142e-01	1477010455200000
6.360329e+00	-1.688392e+00	1477010455400000
6.892779e+00	-1.739388e+00	1477010455600000
6.996902e+00	-2.119863e+00	1477010455800000
7.254705e+00	-2.301087e+00	1477010456000000
7.617782e+00	-2.822888e+00	1477010456200000
7.883406e+00	-3.116499e+00	1477010456400000
8.406281e+00	-3.673383e+00	1477010456600000
8.614877e+00	-3.530766e+00	1477010456800000
8.641169e+00	-3.861860e+00	1477010457000000
9.341481e+00	-4.506547e+00	1477010457200000
9.479253e+00	-4.700045e+00	1477010457400000
9.552273e+00	-5.206651e+00	1477010457600000
9.664562e+00	-5.615297e+00	1477010457800000
9.644789e+00	-5.836355e+00	1477010458000000
1.021603e+01	-6.508943e+00	1477010458200000
9.892922e+00	-6.787303e+00	1477010458400000
1.024506e+01	-7.135198e+00	1477010458600000
1.017497e+01	-7.835543e+00	1477010458800000
9.748286e+00	-7.864283e+00	1477010459000000
9.931371e+00	-8.588016e+00	1477010459200000
1.002307e+01	-8.499547e+00	1477010459400000
9.878953e+00	-9.092611e+00	1477010459600000
9.273798e+00	-9.499097e+00	1477010459800000
9.153907e+00	-9.464438e+00	1477010460000000
8.894924e+00	-9.791081e+00	1477010460200000
8.754829e+00	-1.001320e+01	1477010460400000
8.649512e+00	-1.019772e+01	1477010460600000
7.897773e+00	-1.045644e+01	1477010460800000
7.681337e+00	-1.023725e+01	1477010461000000
7.448961e+00	-1.031293e+01	1477010461200000
7.167456e+00	-1.025913e+01	1477010461400000
6.870772e+00	-1.012823e+01	1477010461600000
6.270573e+00	-1.031804e+01	1477010461800000
6.329386e+00	-9.817791e+00	1477010462000000
5.758046e+00	-9.898551e+00	1477010462200000
5.455527e+00	-9.648474e+00	1477010462400000
5.267728e+00	-9.362319e+00	1477010462600000
5.151902e+00	-8.997612e+00	1477010462800000
5.098990e+00	-8.523694e+00	1477010463000000
4.890264e+00	-8.305526e+00	1477010463200000
5.024442e+00	-7.839970e+00	1477010463400000
5.199667e+00	-7.436055e+00	1477010463600000
4.720560e+00	-7.010845e+00	1477010463800000
4.954275e+00	-7.112037e+00	1477010464000000
4.887904e+00	-6.501017e+00	1477010464200000
5.417396e+00	-6.398699e+00	1477010464400000
5.378484e+00	-5.793138e+00	1477010464600000
5.778830e+00	-5.721438e+00	1477010464800000
6.084170e+00	-5.329614e+00	1477010465000000
6.506313e+00	-5.088302e+00	1477010465200000
6.641929e+00	-4.931694e+00	1477010465400000
7.068923e+00	-4.680922e+00	1477010465600000
7.656258e+00	-4.625799e+00	1477010465800000
7.634071e+00	-4.333255e+00	1477010466000000
8.332533e+00	-4.075521e+00	1477010466200000
8.490011e+00	-3.947950e+00	1477010466400000
